Title,Official Name,Date
Remarks at Memorandum of Understanding Signing and Press Conference,Rex W. Tillerson,2/14/18
Section 508 Accessibility Statement,,4/28/17
Public Designation of Adriatik Llalla under Section 7031(c) of the FY 2017 Consolidated Appropriations Act,,2/14/18
New U.S.-Jordan Memorandum of Understanding on Bilateral Foreign Assistance to Jordan,,2/14/18
Section 508 Accessibility Statement,,4/28/17
New U.S.-Jordan Memorandum of Understanding on Bilateral Foreign Assistance to Jordan,,2/14/18
Mongolian Lunar New Year (Tsagaan Sar),Rex W. Tillerson,2/14/18
"Deputy Secretary Sullivan Travels to Germany, Italy, Ukraine, Latvia, and Belgium",,2/14/18
Defending Democracy in Venezuela,Heather Nauert,2/14/18
Section 508 Accessibility Statement,,4/28/17
Celebrating the Lunar New Year,Rex W. Tillerson,2/14/18
Press Availability With Lebanese Prime Minister Saad Hariri,Rex W. Tillerson,2/15/18
Section 508 Accessibility Statement,,4/28/17
Lithuania National Day,Rex W. Tillerson,2/15/18
Section 508 Accessibility Statement,,4/28/17
Troika Statement on Phase 2 of the High Level Revitalization Forum for South Sudan,,2/16/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
"Background Briefing: Updating on Secretary Tillerson's Trip to Amman, Jordan; Ankara, Turkey; Beirut, Lebanon; Cairo, Egypt; and Kuwait City, Kuwait",,2/14/18
Section 508 Accessibility Statement,,4/28/17
"Seven-year Anniversary of the House Arrests of Mir Hossein Mousavi, Mehdi Karroubi and Zahra Rahnavard",Heather Nauert,2/15/18
Serbia National Day,Rex W. Tillerson,2/15/18
Death of Morgan Tsvangirai,,2/15/18
Section 508 Accessibility Statement,,4/28/17
Press Availability With Turkish Foreign Minister Mevlut Cavusoglu,Rex W. Tillerson,2/16/18
Section 508 Accessibility Statement,,4/28/17
Kosovo National Day,Rex W. Tillerson,2/16/18
Department Seeks Partner for U.S. Pavilion at Expo 2020 Dubai,,2/16/18
Joint Statement on Turkey-U.S. Strategic Partnership,,2/16/18
Acting Assistant Secretary Thornton To Travel to Berlin,,2/16/18
Section 508 Accessibility Statement,,4/28/17
The Gambia National Day,Rex W. Tillerson,2/18/18
Fourth Anniversary of Ukraine's Revolution of Dignity,Heather Nauert,2/19/18
Interview With Margaret Brennan of CBS 60 Minutes,Rex W. Tillerson,2/18/18
Section 508 Accessibility Statement,,4/28/17
United States and Libya Sign Cultural Property Protection Agreement,,2/20/18
State of Emergency in Maldives,Heather Nauert,2/20/18
State Department Designation of Ansarul Islam,,2/20/18
Section 508 Accessibility Statement,,4/28/17
Recent Actions Regarding Latvia's Banking Sector,Heather Nauert,2/20/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Brunei Darussalam National Day,Rex W. Tillerson,2/21/18
State Department Announces Fulbright Top Producing Institutions,,2/21/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Saint Lucia,Rex W. Tillerson,2/22/18
"Under Secretary Shannon's Travel to Ecuador, Colombia, and Chile",,2/23/18
Section 508 Accessibility Statement,,4/28/17
UPDATE: Deputy Secretary Sullivan's Travel to Haiti Has Been Postponed,,2/23/18
Remarks With Irish Deputy Prime Minister and Foreign and Trade Minister Simon Coveney Before Their Meeting,Rex W. Tillerson,2/23/18
Opening of U.S. Embassy Jerusalem,Heather Nauert,2/23/18
Estonia National Day,Rex W. Tillerson,2/23/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Counterterrorism Coordinator Nathan A. Sales To Speak at Defeat-ISIS Coalition Conference on Mobilizing Law Enforcement Efforts,,2/23/18
Acting Assistant Secretary Molly Phee Travel to Geneva,,2/23/18
Concerns for Democracy in Venezuela,Heather Nauert,2/24/18
Third Anniversary of the Murder of Boris Nemtsov,Heather Nauert,2/26/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
State-Defense Cooperation on Global Engagement Center Programs and Creation of the Information Access Fund to Counter State-Sponsored Disinformation,,2/26/18
Conference on Mobilizing Law Enforcement Efforts to Defeat ISIS,,2/26/18
Terrorism Designations FAQs,,2/27/18
Section 508 Accessibility Statement,,4/28/17
State Department Terrorist Designations of ISIS Affiliates and Senior Leaders,,2/27/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Dominican Republic National Day,Rex W. Tillerson,2/27/18
Designated ISIS Branches and Individuals,,2/27/18
Death of Human Rights Attorney Dr. Li Baiguang,Heather Nauert,2/27/18
CANCELED: State Department Welcomes Gold Medal-Winning U.S. Olympic Women's Ice Hockey Team,,2/28/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
United States at the Second International Space Exploration Forum in Tokyo,,3/1/18
"Ambassador Nathan A. Sales, Coordinator for Counterterrorism on the Conference on Mobilizing Law Enforcement Efforts to Defeat ISIS",Nathan A. Sales,2/28/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
"Secretary Tillerson To Travel to Addis Ababa, Djibouti, Nairobi, N'Djamena, and Abuja",Heather Nauert,3/1/18
"Office of the Historian, Bureau of Public Affairs Release of Foreign Relations Volumes",,3/1/18
2018 P3 Impact Award Applications Are Now Open,,3/1/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Secretary Tillerson To Deliver Remarks at George Mason University,,3/2/18
Senior State Department Officials Previewing Secretary Tillerson's Travel to the Continent of Africa,,3/2/18
Section 508 Accessibility Statement,,4/28/17
End of Ordered Departure at U.S. Embassy Havana,,3/2/18
Bulgaria National Day,Rex W. Tillerson,3/3/18
"Department of State, UVA Darden School, and Concordia Announce Sanitation Marketing Systems in Bangladesh as Winner of 2017's P3 Impact Award",,9/19/17
Section 508 Accessibility Statement,,4/28/17
Briefing With Principal Deputy Assistant Secretary Alice Wells,Alice G. Wells,3/5/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
"Secretary Tillerson's Meeting With the Foreign Ministers of Estonia, Latvia, and Lithuania",,3/6/18
The United States Congratulates Australia and Timor-Leste on the Conclusion of a Maritime Boundary Treaty,Heather Nauert,3/6/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
U.S.-Africa Relations: A New Framework,Rex W. Tillerson,3/6/18
U.S.-Republic of Korea Special Measures Agreement Consultations,Heather Nauert,3/5/18
"Remarks With Latvian Foreign Minister Edgars Rinkevics, Lithuanian Foreign Minister Linas Antanas Linkevicius, and Estonian Foreign Minister Sven Mikser Before Their Meeting",Rex W. Tillerson,3/5/18
Imposition of Chemical and Biological Weapons Control and Warfare Elimination Act Sanctions on North Korea,Heather Nauert,3/6/18
Section 508 Accessibility Statement,,4/28/17
State Department Announces Zoohackathon 2018,,3/6/18
United States Announces Additional Humanitarian Assistance for African Countries Facing Severe Food Insecurity,,3/6/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Ghana's National Day,Rex W. Tillerson,3/6/18
United States-Armenia Hague Convention on International Child Abduction,,3/7/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
State Department Terrorist Designations of Ahmad Iman Ali and Abdifatah Abubakar Abdi,,3/8/18
Senior Bureau Official Alice Wells of the Bureau of South and Central Asia Affairs To Deliver Remarks to the United States Institute of Peace ,,3/8/18
Section 508 Accessibility Statement,,4/28/17
Secretary Tillerson's Meeting With Ethiopian Prime Minister Hailemariam Desalegn,,3/8/18
Secretary Tillerson's Meeting With Ethiopian Foreign Minister Workneh Gebeyehu,,3/8/18
Press Availability With Ethiopian Foreign Minister Workneh Gebeyehu,Rex W. Tillerson,3/8/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Secretary Tillerson's Meeting With African Union Commission Chairperson Moussa Faki Mahamat,,3/8/18
Rewards for Justice - Reward Offer for Information on Tehrik-e-Taliban Pakistan and Factions Key Leaders,,3/8/18
Press Availability With African Union Commission Chairperson Moussa Faki,Rex W. Tillerson,3/8/18
Section 508 Accessibility Statement,,4/28/17
Annual Observance of International Women's Day,Rex W. Tillerson,3/8/18
Winter Paralympic Games Highlight Importance of Adaptive Sports Diplomacy Programs,,3/9/18
Under Secretary Shannon Participates in G-7 Political Directors' Meeting,,3/9/18
U.S.-France Science and Technology Cooperation,,3/9/18
Section 508 Accessibility Statement,,4/28/17
U.S. Delegation to the 62nd Session of the UN Commission on the Status of Women,,3/9/18
Section 508 Accessibility Statement,,4/28/17
The Eleven-Year Anniversary of the Disappearance of Robert Levinson,Heather Nauert,3/9/18
Signing of the Comprehensive and Progressive Trans-Pacific Partnership,Rex W. Tillerson,3/9/18
Press Availability With Djiboutian Foreign Minister Mahamoud Ali Youssouf,Rex W. Tillerson,3/9/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Remarks at a Wreath-Laying Ceremony at the August 7th Memorial Park,Rex W. Tillerson,3/11/18
Section 508 Accessibility Statement,,4/28/17
"Assistant Secretary Mitchell To Travel to Pristina, Skopje, Belgrade, Athens, and Nicosia",,3/11/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Press Availability With Kenyan Foreign Minister Monica Juma,Rex W. Tillerson,3/9/18
The Secretary's Meeting With Kenyan President Uhuru Kenyatta,,3/10/18
The Secretary's Meeting With Djiboutian President Ismaïl Omar Guelleh,,3/10/18
The Secretary's Meeting With Djiboutian Foreign Minister Mahmoud Ali Youssouf ,,3/10/18
United States To Seek International Progress on Combating the Opioid Crisis at 61st UN Commission on Narcotic Drugs  ,,3/12/18
Secretary Tillerson's Meeting With Nigerian President Muhammadu Buhari,,3/12/18
Section 508 Accessibility Statement,,4/28/17
On the Anniversary of the Election of His Holiness Pope Francis,Rex W. Tillerson,3/12/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Secretary Tillerson's Meeting With Chadian President Idriss Deby,,3/12/18
Remarks With Nigerian Foreign Minister Geoffrey Onyeama at a Press Availability,Rex W. Tillerson,3/12/18
Section 508 Accessibility Statement,,4/28/17
United States-Japan Energy Strategic Dialogue on Energy Security and National Energy Policy,,3/14/18
Policy Planning Director Hook's Travel to Vienna,,3/14/18
Section 508 Accessibility Statement,,4/28/17
Press Availability  With Chadian Foreign Minister Mahamat Zene Cherif,Rex W. Tillerson,3/12/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Remarks in Press Briefing Room,Rex W. Tillerson,3/13/18
Section 508 Accessibility Statement,,4/28/17
United States-Japan Extended Deterrence Dialogue,,3/14/18
Deputy Secretary Sullivan's Meeting With Republic of Korea (ROK) Foreign Minister Kang,,3/16/18
Section 508 Accessibility Statement,,4/28/17
Crimea Is Ukraine,Heather Nauert,3/14/18
Deputy Secretary Sullivan's Meeting With Japanese Foreign Minister Taro Kono,,3/16/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Ambassador Nathan A. Sales To Travel to Tokyo,,3/16/18
Section 508 Accessibility Statement,,4/28/17
Harassment of the Press in Iran,Heather Nauert,3/15/18
Conference in Support of the Lebanese Armed Forces and Internal Security Forces,Heather Nauert,3/15/18
Remarks With Republic of Korea Foreign Minister Kang Kyung-wha Before Their Meeting,John J. Sullivan,3/16/18
Remarks With Japanese Foreign Minister Taro Kono Before Their Meeting,John J. Sullivan,3/16/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
"Concern Over the Situation in Afrin, Syria",Heather Nauert,3/19/18
United States Assisting Venezuelans in Need,Heather Nauert,3/20/18
On the Occasion of the Republic of Namibia's National Day,John J. Sullivan,3/20/18
Section 508 Accessibility Statement,,4/28/17
On the Occasion of St. Patrick's Day,John J. Sullivan,3/17/18
"Acting Under Secretary for Public Diplomacy and Public Affairs & Department Spokesperson Heather Nauert To Host the 2018 Annual International Women of Courage Awards Ceremony, With Remarks by First Lady Melania Trump",,3/18/18
Senior Bureau Official Donald Y. Yamamoto Travels to Washington and Minnesota,,3/19/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
On the Occasion of Nowruz,John J. Sullivan,3/19/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
On the Occasion of Tunisia's National Day,John J. Sullivan,3/20/18
Section 508 Accessibility Statement,,4/28/17
Section 508 Accessibility Statement,,4/28/17
Deputy Secretary Sullivan Delivers a Keynote Address at the United States Institute of Peace,,3/20/18
Section 508 Accessibility Statement,,4/28/17
